115.000	 34.400	  0.000	  2.663
115.200	 34.400	  0.000	  2.666
115.400	 34.400	  0.000	  2.669
115.600	 34.400	  0.000	  2.983
115.800	 34.400	  0.000	  3.018
116.000	 34.400	  0.000	  2.703
116.200	 34.400	  0.000	  2.732
116.400	 34.400	  0.000	  2.761
116.600	 34.400	  0.000	  2.791
116.800	 34.400	  0.000	  3.113
117.000	 34.400	  0.000	  3.104
117.200	 34.400	  0.000	  3.093
117.400	 34.400	  0.000	  3.189
115.000	 34.600	  0.000	  2.656
115.200	 34.600	  0.000	  2.661
115.400	 34.600	  0.000	  2.665
115.600	 34.600	  0.000	  2.931
115.800	 34.600	  0.000	  2.688
116.000	 34.600	  0.000	  2.702
116.200	 34.600	  0.000	  2.732
116.400	 34.600	  0.000	  2.759
116.600	 34.600	  0.000	  2.791
116.800	 34.600	  0.000	  2.825
117.000	 34.600	  0.000	  2.860
117.200	 34.600	  0.000	  2.883
117.400	 34.600	  0.000	  3.166
115.000	 34.800	  0.000	  2.653
115.200	 34.800	  0.000	  2.657
115.400	 34.800	  0.000	  2.890
115.600	 34.800	  0.000	  2.850
115.800	 34.800	  0.000	  2.699
116.000	 34.800	  0.000	  2.690
116.200	 34.800	  0.000	  2.732
116.400	 34.800	  0.000	  2.762
116.600	 34.800	  0.000	  2.792
116.800	 34.800	  0.000	  3.158
117.000	 34.800	  0.000	  3.115
117.200	 34.800	  0.000	  3.134
117.400	 34.800	  0.000	  3.149
115.000	 35.000	  0.000	  2.408
115.200	 35.000	  0.000	  2.654
115.400	 35.000	  0.000	  2.658
115.600	 35.000	  0.000	  2.777
115.800	 35.000	  0.000	  2.646
116.000	 35.000	  0.000	  2.727
116.200	 35.000	  0.000	  3.083
116.400	 35.000	  0.000	  2.763
116.600	 35.000	  0.000	  3.288
116.800	 35.000	  0.000	  3.371
117.000	 35.000	  0.000	  3.281
117.200	 35.000	  0.000	  3.205
117.400	 35.000	  0.000	  3.263
115.000	 35.200	  0.000	  2.386
115.200	 35.200	  0.000	  2.658
115.400	 35.200	  0.000	  2.880
115.600	 35.200	  0.000	  2.813
115.800	 35.200	  0.000	  2.690
116.000	 35.200	  0.000	  2.710
116.200	 35.200	  0.000	  3.200
116.400	 35.200	  0.000	  3.244
116.600	 35.200	  0.000	  3.264
116.800	 35.200	  0.000	  3.268
117.000	 35.200	  0.000	  3.333
117.200	 35.200	  0.000	  3.237
117.400	 35.200	  0.000	  3.171
115.000	 35.400	  0.000	  2.658
115.200	 35.400	  0.000	  2.661
115.400	 35.400	  0.000	  2.965
115.600	 35.400	  0.000	  2.675
115.800	 35.400	  0.000	  2.693
116.000	 35.400	  0.000	  3.067
116.200	 35.400	  0.000	  3.155
116.400	 35.400	  0.000	  3.195
116.600	 35.400	  0.000	  3.042
116.800	 35.400	  0.000	  3.316
117.000	 35.400	  0.000	  3.141
117.200	 35.400	  0.000	  3.249
117.400	 35.400	  0.000	  3.211
115.000	 35.600	  0.000	  3.033
115.200	 35.600	  0.000	  2.662
115.400	 35.600	  0.000	  2.741
115.600	 35.600	  0.000	  2.742
115.800	 35.600	  0.000	  2.690
116.000	 35.600	  0.000	  3.055
116.200	 35.600	  0.000	  3.094
116.400	 35.600	  0.000	  3.154
116.600	 35.600	  0.000	  2.823
116.800	 35.600	  0.000	  3.367
117.000	 35.600	  0.000	  3.343
117.200	 35.600	  0.000	  3.231
117.400	 35.600	  0.000	  3.179
115.000	 35.800	  0.000	  2.970
115.200	 35.800	  0.000	  3.054
115.400	 35.800	  0.000	  3.099
115.600	 35.800	  0.000	  3.079
115.800	 35.800	  0.000	  2.682
116.000	 35.800	  0.000	  3.193
116.200	 35.800	  0.000	  3.180
116.400	 35.800	  0.000	  3.190
116.600	 35.800	  0.000	  3.235
116.800	 35.800	  0.000	  3.288
117.000	 35.800	  0.000	  3.374
117.200	 35.800	  0.000	  3.305
117.400	 35.800	  0.000	  3.241
115.000	 36.000	  0.000	  3.008
115.200	 36.000	  0.000	  3.042
115.400	 36.000	  0.000	  2.994
115.600	 36.000	  0.000	  2.826
115.800	 36.000	  0.000	  2.798
116.000	 36.000	  0.000	  2.686
116.200	 36.000	  0.000	  2.709
116.400	 36.000	  0.000	  3.185
116.600	 36.000	  0.000	  3.236
116.800	 36.000	  0.000	  3.281
117.000	 36.000	  0.000	  3.431
117.200	 36.000	  0.000	  3.328
117.400	 36.000	  0.000	  3.327
115.000	 36.200	  0.000	  2.911
115.200	 36.200	  0.000	  2.653
115.400	 36.200	  0.000	  2.651
115.600	 36.200	  0.000	  2.720
115.800	 36.200	  0.000	  2.752
116.000	 36.200	  0.000	  2.682
116.200	 36.200	  0.000	  2.702
116.400	 36.200	  0.000	  3.179
116.600	 36.200	  0.000	  3.250
116.800	 36.200	  0.000	  3.258
117.000	 36.200	  0.000	  3.240
117.200	 36.200	  0.000	  3.226
117.400	 36.200	  0.000	  3.268
115.000	 36.400	  0.000	  2.808
115.200	 36.400	  0.000	  2.647
115.400	 36.400	  0.000	  2.647
115.600	 36.400	  0.000	  2.660
115.800	 36.400	  0.000	  2.723
116.000	 36.400	  0.000	  3.478
116.200	 36.400	  0.000	  2.699
116.400	 36.400	  0.000	  3.125
116.600	 36.400	  0.000	  3.408
116.800	 36.400	  0.000	  3.356
117.000	 36.400	  0.000	  3.130
117.200	 36.400	  0.000	  3.363
117.400	 36.400	  0.000	  3.368
