115.000	 34.400	 10.000	  6.161
115.200	 34.400	 10.000	  6.275
115.400	 34.400	 10.000	  6.318
115.600	 34.400	 10.000	  6.269
115.800	 34.400	 10.000	  6.053
116.000	 34.400	 10.000	  6.332
116.200	 34.400	 10.000	  6.519
116.400	 34.400	 10.000	  6.469
116.600	 34.400	 10.000	  6.171
116.800	 34.400	 10.000	  6.270
117.000	 34.400	 10.000	  6.109
117.200	 34.400	 10.000	  6.083
117.400	 34.400	 10.000	  6.325
115.000	 34.600	 10.000	  5.436
115.200	 34.600	 10.000	  5.483
115.400	 34.600	 10.000	  5.529
115.600	 34.600	 10.000	  6.212
115.800	 34.600	 10.000	  6.093
116.000	 34.600	 10.000	  6.438
116.200	 34.600	 10.000	  6.114
116.400	 34.600	 10.000	  6.481
116.600	 34.600	 10.000	  6.309
116.800	 34.600	 10.000	  6.040
117.000	 34.600	 10.000	  6.006
117.200	 34.600	 10.000	  6.413
117.400	 34.600	 10.000	  6.055
115.000	 34.800	 10.000	  5.439
115.200	 34.800	 10.000	  5.490
115.400	 34.800	 10.000	  6.341
115.600	 34.800	 10.000	  5.922
115.800	 34.800	 10.000	  5.343
116.000	 34.800	 10.000	  5.756
116.200	 34.800	 10.000	  6.004
116.400	 34.800	 10.000	  6.422
116.600	 34.800	 10.000	  5.854
116.800	 34.800	 10.000	  5.859
117.000	 34.800	 10.000	  6.480
117.200	 34.800	 10.000	  6.203
117.400	 34.800	 10.000	  6.092
115.000	 35.000	 10.000	  5.339
115.200	 35.000	 10.000	  6.088
115.400	 35.000	 10.000	  6.219
115.600	 35.000	 10.000	  6.503
115.800	 35.000	 10.000	  5.809
116.000	 35.000	 10.000	  5.611
116.200	 35.000	 10.000	  5.836
116.400	 35.000	 10.000	  6.470
116.600	 35.000	 10.000	  6.419
116.800	 35.000	 10.000	  6.204
117.000	 35.000	 10.000	  6.129
117.200	 35.000	 10.000	  6.441
117.400	 35.000	 10.000	  6.098
115.000	 35.200	 10.000	  5.229
115.200	 35.200	 10.000	  6.368
115.400	 35.200	 10.000	  6.036
115.600	 35.200	 10.000	  6.075
115.800	 35.200	 10.000	  6.053
116.000	 35.200	 10.000	  6.402
116.200	 35.200	 10.000	  6.285
116.400	 35.200	 10.000	  6.457
116.600	 35.200	 10.000	  6.233
116.800	 35.200	 10.000	  6.487
117.000	 35.200	 10.000	  6.298
117.200	 35.200	 10.000	  6.271
117.400	 35.200	 10.000	  6.545
115.000	 35.400	 10.000	  6.121
115.200	 35.400	 10.000	  6.719
115.400	 35.400	 10.000	  6.162
115.600	 35.400	 10.000	  6.507
115.800	 35.400	 10.000	  5.962
116.000	 35.400	 10.000	  5.784
116.200	 35.400	 10.000	  6.320
116.400	 35.400	 10.000	  5.786
116.600	 35.400	 10.000	  6.406
116.800	 35.400	 10.000	  6.846
117.000	 35.400	 10.000	  6.174
117.200	 35.400	 10.000	  6.217
117.400	 35.400	 10.000	  6.597
115.000	 35.600	 10.000	  6.665
115.200	 35.600	 10.000	  5.733
115.400	 35.600	 10.000	  5.731
115.600	 35.600	 10.000	  6.737
115.800	 35.600	 10.000	  6.390
116.000	 35.600	 10.000	  6.042
116.200	 35.600	 10.000	  6.243
116.400	 35.600	 10.000	  6.210
116.600	 35.600	 10.000	  5.630
116.800	 35.600	 10.000	  6.028
117.000	 35.600	 10.000	  6.072
117.200	 35.600	 10.000	  6.072
117.400	 35.600	 10.000	  6.612
115.000	 35.800	 10.000	  6.804
115.200	 35.800	 10.000	  6.397
115.400	 35.800	 10.000	  6.012
115.600	 35.800	 10.000	  6.431
115.800	 35.800	 10.000	  6.332
116.000	 35.800	 10.000	  5.828
116.200	 35.800	 10.000	  6.127
116.400	 35.800	 10.000	  5.903
116.600	 35.800	 10.000	  5.946
116.800	 35.800	 10.000	  6.371
117.000	 35.800	 10.000	  5.838
117.200	 35.800	 10.000	  6.071
117.400	 35.800	 10.000	  6.386
115.000	 36.000	 10.000	  6.404
115.200	 36.000	 10.000	  6.098
115.400	 36.000	 10.000	  6.002
115.600	 36.000	 10.000	  6.243
115.800	 36.000	 10.000	  6.141
116.000	 36.000	 10.000	  5.648
116.200	 36.000	 10.000	  6.218
116.400	 36.000	 10.000	  6.190
116.600	 36.000	 10.000	  6.062
116.800	 36.000	 10.000	  6.022
117.000	 36.000	 10.000	  6.013
117.200	 36.000	 10.000	  6.549
117.400	 36.000	 10.000	  6.208
115.000	 36.200	 10.000	  6.020
115.200	 36.200	 10.000	  5.885
115.400	 36.200	 10.000	  6.014
115.600	 36.200	 10.000	  6.369
115.800	 36.200	 10.000	  6.045
116.000	 36.200	 10.000	  6.592
116.200	 36.200	 10.000	  6.308
116.400	 36.200	 10.000	  6.412
116.600	 36.200	 10.000	  6.161
116.800	 36.200	 10.000	  5.887
117.000	 36.200	 10.000	  6.086
117.200	 36.200	 10.000	  6.443
117.400	 36.200	 10.000	  5.879
115.000	 36.400	 10.000	  5.881
115.200	 36.400	 10.000	  6.010
115.400	 36.400	 10.000	  6.264
115.600	 36.400	 10.000	  5.898
115.800	 36.400	 10.000	  6.199
116.000	 36.400	 10.000	  6.642
116.200	 36.400	 10.000	  5.917
116.400	 36.400	 10.000	  6.242
116.600	 36.400	 10.000	  5.654
116.800	 36.400	 10.000	  5.995
117.000	 36.400	 10.000	  6.104
117.200	 36.400	 10.000	  6.388
117.400	 36.400	 10.000	  6.426
